DATE,VIX PX_LAST,XAU PX_LAST,CL1 PX_LAST,DXY PX_LAST,USGG10Y PX_LAST
2001-02-21,25.75,258.65,28.53,113.02,5.139
2001-02-22,26.76,259.05,28.82,113.34,5.156
2001-02-23,27.21,261.55,29.04,112.03,5.097
2001-02-26,25.43,266.85,28.42,112.77,5.034
2001-02-27,26.49,268.25,28.13,112.34,4.952
2001-02-28,28.35,267.15,27.39,112.01,4.896
2001-03-01,28.08,265.65,27.62,111.28,4.874
2001-03-02,27.43,262.85,27.84,111.17,4.947
2001-03-05,27.12,263.05,28.6,111.54,4.976
2001-03-06,25.89,260.75,28.32,111.12,4.971
2001-03-07,24.12,262.45,29.0,111.83,4.899
2001-03-08,24.29,267.1,28.39,111.49,4.889
2001-03-09,25.62,271.75,28.01,111.44,4.929
2001-03-12,30.32,272.55,28.0,111.97,4.891
2001-03-13,27.55,267.85,27.59,113.11,4.929
2001-03-14,29.61,263.45,26.41,113.7,4.818
2001-03-15,28.56,260.65,26.55,114.71,4.786
2001-03-16,29.91,259.05,26.74,115.32,4.77
2001-03-19,29.78,260.75,26.15,115.2,4.813
2001-03-20,30.96,261.55,25.96,114.11,4.758
2001-03-21,31.93,262.95,26.8,115.53,4.778
2001-03-22,32.84,262.05,26.54,116.3,4.756
2001-03-23,30.45,262.3,27.3,115.94,4.815
2001-03-26,29.04,262.65,27.48,115.21,4.869
2001-03-27,27.04,261.55,27.75,115.4,5.011
2001-03-28,28.58,260.05,26.31,116.01,4.975
2001-03-29,29.17,258.95,26.32,116.61,4.997
2001-03-30,28.64,257.95,26.29,117.37,4.917
2001-04-02,31.21,255.55,25.59,117.34,4.977
2001-04-03,34.72,257.05,26.19,115.63,4.929
2001-04-04,34.07,258.45,27.12,115.08,4.914
2001-04-05,29.94,258.55,27.26,115.47,4.973
2001-04-06,31.69,260.05,27.06,114.75,4.89
2001-04-09,31.91,258.45,27.28,115.21,4.932
2001-04-10,29.44,257.65,28.48,116.02,5.083
2001-04-11,28.46,258.75,28.18,116.13,5.119
2001-04-12,26.12,260.15,28.25,115.54,5.169
2001-04-13,,259.25,,,5.163
2001-04-16,26.33,263.35,28.79,116.18,5.254
2001-04-17,25.61,261.0,28.24,116.36,5.225
2001-04-18,24.13,261.25,27.95,116.19,5.146
2001-04-19,24.16,265.6,27.82,114.61,5.294
2001-04-20,25.38,264.65,27.28,114.32,5.288
2001-04-23,28.16,263.75,27.61,114.77,5.177
2001-04-24,28.49,264.15,26.86,115.23,5.209
2001-04-25,27.4,262.25,27.29,115.0,5.256
2001-04-26,25.96,264.15,28.44,114.46,5.192
2001-04-27,24.02,263.65,28.27,115.62,5.328
2001-04-30,25.48,264.05,28.46,115.76,5.338
2001-05-01,24.2,264.55,28.94,115.3,5.292
2001-05-02,24.23,265.5,27.8,115.16,5.288
2001-05-03,25.78,266.15,28.45,115.38,5.205
2001-05-04,23.91,266.15,28.36,114.93,5.205
2001-05-07,24.86,266.25,27.77,115.32,5.197
2001-05-08,24.44,264.95,27.39,116.08,5.245
2001-05-09,24.35,270.05,28.23,116.05,5.174
2001-05-10,24.0,269.25,28.52,116.37,5.295
2001-05-11,23.54,268.05,28.55,116.84,5.447
2001-05-14,24.26,268.35,28.71,117.14,5.42
2001-05-15,23.71,268.35,28.98,116.77,5.512
2001-05-16,21.89,272.25,28.86,116.2,5.445
2001-05-17,21.47,273.75,28.91,116.12,5.407
2001-05-18,21.23,287.55,29.91,116.41,5.405
2001-05-21,20.76,285.35,29.98,116.52,5.374
2001-05-22,21.35,285.35,29.74,117.69,5.41
2001-05-23,22.08,283.75,29.58,118.29,5.401
2001-05-24,20.57,279.25,28.41,118.36,5.491
2001-05-25,20.6,277.65,28.38,118.18,5.511
2001-05-28,,277.65,,118.06,5.494
2001-05-29,22.14,273.95,28.66,118.22,5.515
2001-05-30,22.76,266.05,28.55,118.2,5.509
2001-05-31,22.64,265.85,28.37,119.07,5.381
2001-06-01,21.59,267.05,27.93,118.89,5.364
2001-06-04,21.38,265.75,28.13,119.16,5.341
2001-06-05,19.58,266.25,28.24,118.53,5.269
2001-06-06,20.39,266.25,27.72,119.23,5.255
2001-06-07,19.67,266.35,27.75,119.11,5.324
2001-06-08,19.92,273.75,28.33,119.21,5.356
2001-06-11,20.7,268.15,29.04,120.12,5.284
2001-06-12,20.7,271.85,29.18,119.61,5.253
2001-06-13,21.45,272.35,28.84,118.94,5.263
2001-06-14,23.12,275.65,29.04,117.99,5.221
2001-06-15,22.81,271.55,28.51,118.29,5.232
2001-06-18,23.17,272.55,27.55,118.39,5.251
2001-06-19,22.34,273.65,27.48,119.04,5.236
2001-06-20,21.71,272.75,26.5,119.13,5.205
2001-06-21,19.38,272.95,26.56,119.01,5.172
2001-06-22,20.02,272.6,26.83,118.91,5.115
2001-06-25,20.67,273.95,27.25,118.32,5.13
2001-06-26,21.2,276.15,26.98,118.1,5.224
2001-06-27,20.88,272.35,25.61,118.38,5.235
2001-06-28,20.01,269.25,25.56,120.01,5.334
2001-06-29,19.06,270.85,26.25,119.47,5.412
2001-07-02,18.76,269.55,25.95,119.67,5.322
2001-07-03,18.92,267.75,26.24,119.35,5.38
2001-07-04,,267.95,,119.91,5.378
2001-07-05,20.09,265.35,27.02,120.9,5.391
2001-07-06,21.63,266.25,28.21,119.9,5.359
2001-07-09,22.48,266.65,27.59,119.89,5.327
2001-07-10,23.25,266.35,27.49,119.13,5.274
2001-07-11,24.01,268.45,27.11,118.64,5.289
2001-07-12,22.09,266.85,26.8,119.09,5.234
2001-07-13,21.14,267.35,26.59,119.33,5.217
2001-07-16,22.91,267.15,26.06,119.3,5.173
2001-07-17,22.61,268.35,25.57,118.9,5.204
2001-07-18,23.6,270.75,24.89,117.38,5.091
2001-07-19,22.51,269.55,24.7,117.36,5.106
2001-07-20,22.34,270.05,25.59,117.21,5.129
2001-07-23,23.74,268.85,26.12,117.85,5.104
2001-07-24,25.24,269.75,26.31,117.2,5.11
2001-07-25,24.0,267.75,26.84,116.64,5.182
2001-07-26,23.01,266.45,26.73,116.79,5.129
2001-07-27,22.0,267.55,27.02,116.94,5.098
2001-07-30,22.69,265.25,26.63,117.2,5.066
2001-07-31,21.62,266.65,26.35,117.18,5.054
2001-08-01,20.56,267.55,26.77,116.59,5.071
2001-08-02,20.09,268.05,27.71,116.16,5.151
2001-08-03,19.89,268.55,27.62,116.14,5.157
2001-08-06,21.89,267.75,27.74,116.46,5.153
2001-08-07,21.01,267.65,27.94,116.83,5.168
2001-08-08,22.32,268.35,27.54,116.54,5.05
2001-08-09,21.75,274.15,27.64,115.25,5.034
2001-08-10,20.55,274.55,28.05,115.29,4.98
2001-08-13,20.42,275.95,27.82,115.01,4.976
2001-08-14,20.48,276.75,28.01,114.38,4.966
2001-08-15,20.91,275.85,27.56,113.19,5.0
2001-08-16,21.54,275.35,27.4,113.08,4.94
2001-08-17,23.84,279.25,26.68,112.99,4.839
2001-08-20,22.87,276.05,27.18,113.4,4.902
2001-08-21,24.4,275.05,27.91,113.29,4.864
2001-08-22,22.44,274.55,26.37,113.27,4.894
2001-08-23,22.23,275.55,26.63,113.09,4.88
2001-08-24,19.71,272.85,26.9,113.33,4.922
2001-08-27,20.56,272.75,26.67,113.42,4.924
2001-08-28,22.0,272.25,27.17,113.43,4.836
2001-08-29,23.03,273.75,27.05,113.54,4.771
2001-08-30,25.41,275.25,26.55,112.84,4.812
2001-08-31,24.92,274.4,27.2,113.42,4.832
2001-09-03,,273.5,,113.69,4.826
2001-09-04,25.85,271.65,26.93,115.43,4.959
2001-09-05,26.35,272.05,26.95,115.63,4.967
2001-09-06,28.61,273.15,27.58,114.83,4.873
2001-09-07,30.99,273.15,28.03,114.05,4.79
2001-09-10,31.84,271.75,27.63,114.66,4.835
2001-09-11,,286.25,27.77,114.15,4.809
2001-09-12,,278.25,,,
2001-09-13,,281.25,,,4.623
2001-09-14,,285.55,29.53,,4.553
2001-09-17,41.76,289.45,28.81,112.17,4.623
2001-09-18,38.87,287.75,27.7,111.88,4.707
2001-09-19,40.56,290.5,26.72,111.94,4.691
2001-09-20,43.74,288.65,26.59,111.76,4.742
2001-09-21,42.66,291.45,25.97,112.92,4.691
2001-09-24,37.75,289.25,22.01,112.78,4.716
2001-09-25,35.81,289.75,21.81,112.21,4.7
2001-09-26,35.26,293.25,22.38,112.27,4.628
2001-09-27,34.0,291.95,22.74,112.93,4.548
2001-09-28,31.93,293.25,23.43,113.41,4.588
2001-10-01,32.32,291.7,23.28,112.95,4.54
2001-10-02,31.18,289.45,22.79,113.0,4.501
2001-10-03,31.34,289.45,22.08,113.22,4.468
2001-10-04,31.97,289.85,22.63,112.96,4.506
2001-10-05,33.39,291.0,22.39,112.79,4.504
2001-10-08,35.12,291.9,22.45,112.57,4.506
2001-10-09,34.83,288.0,22.48,113.35,4.593
2001-10-10,31.6,284.85,22.53,113.65,4.597
2001-10-11,31.5,281.25,23.34,114.48,4.666
2001-10-12,35.27,284.45,22.5,113.61,4.669
2001-10-15,35.31,281.45,22.29,113.82,4.599
2001-10-16,32.88,281.35,22.0,113.95,4.559
2001-10-17,35.08,282.45,21.81,114.34,4.567
2001-10-18,34.95,279.45,21.31,114.46,4.577
2001-10-19,34.11,279.65,21.83,114.88,4.621
2001-10-22,32.25,275.55,21.76,115.74,4.633
2001-10-23,32.0,275.95,21.85,115.88,4.643
2001-10-24,30.95,275.45,22.33,115.57,4.596
2001-10-25,29.46,277.25,22.01,115.68,4.551
2001-10-26,28.42,277.35,22.03,115.54,4.529
2001-10-29,31.64,279.28,22.15,114.27,4.48
2001-10-30,33.46,280.5,21.87,114.41,4.41
2001-10-31,33.56,279.65,21.18,114.86,4.232
2001-11-01,32.31,279.65,20.39,114.55,4.24
2001-11-02,30.71,279.95,20.18,114.46,4.358
2001-11-05,30.5,278.95,20.02,114.91,4.296
2001-11-06,28.8,280.25,19.92,115.12,4.256
2001-11-07,29.13,280.75,20.09,114.98,4.178
2001-11-08,28.62,276.75,21.17,115.16,4.286
2001-11-09,27.44,277.45,22.22,115.1,4.303
2001-11-12,29.35,278.25,21.23,115.18,4.303
2001-11-13,26.47,277.55,21.67,116.53,4.378
2001-11-14,26.56,278.3,19.74,116.25,4.539
2001-11-15,25.56,275.35,17.45,116.51,4.762
2001-11-16,25.07,274.85,18.03,116.41,4.843
2001-11-19,24.46,272.95,17.72,117.04,4.798
2001-11-20,24.12,273.48,19.15,116.62,4.863
2001-11-21,24.19,273.15,18.96,117.15,5.013
2001-11-22,,272.85,,117.29,4.966
2001-11-23,23.25,272.9,,117.34,4.987
2001-11-26,23.79,273.15,18.69,117.11,5.015
2001-11-27,24.0,273.45,19.48,116.89,4.919
2001-11-28,25.9,274.35,19.22,116.17,4.925
2001-11-29,25.18,274.05,18.62,116.13,4.756
2001-11-30,23.84,274.4,19.44,116.13,4.752
2001-12-03,25.77,277.25,20.09,115.96,4.687
2001-12-04,24.08,275.7,19.65,116.08,4.66
2001-12-05,23.02,274.45,19.49,116.41,4.893
2001-12-06,23.71,274.55,18.54,115.64,5.013
2001-12-07,23.49,274.55,19.04,116.07,5.167
2001-12-10,25.62,273.15,18.37,116.26,5.098
2001-12-11,25.3,272.8,18.08,116.05,5.051
2001-12-12,24.87,274.55,18.36,115.33,5.005
2001-12-13,25.91,274.45,18.12,115.8,5.073
2001-12-14,24.63,278.45,19.23,114.93,5.188
2001-12-17,24.26,278.15,19.22,114.93,5.186
2001-12-18,23.29,280.45,19.36,115.15,5.121
2001-12-19,22.58,276.15,19.8,115.48,5.047
2001-12-20,23.67,276.25,19.28,115.59,5.03
2001-12-21,22.5,278.15,19.62,116.98,5.084
2001-12-24,22.62,278.05,,117.91,5.136
2001-12-25,,278.75,,118.05,5.136
2001-12-26,22.29,279.38,21.27,117.85,5.199
2001-12-27,21.59,277.05,20.9,117.57,5.065
2001-12-28,21.4,276.55,20.41,117.25,5.113
2001-12-31,23.8,278.95,19.84,116.75,5.051
2002-01-01,,278.95,,116.84,5.032
2002-01-02,22.71,278.75,21.01,115.79,5.16
2002-01-03,21.34,278.45,20.37,116.11,5.111
2002-01-04,20.45,278.95,21.62,116.33,5.128
2002-01-07,21.94,278.75,21.48,116.33,5.049
2002-01-08,21.83,279.05,21.25,116.83,5.08
2002-01-09,22.13,283.95,20.18,117.01,5.051
2002-01-10,22.36,286.35,20.38,116.88,4.979
2002-01-11,22.6,287.55,19.68,116.64,4.866
2002-01-14,23.58,284.95,18.89,116.64,4.876
2002-01-15,22.7,284.65,18.9,117.29,4.835
2002-01-16,23.45,287.15,18.86,117.59,4.839
2002-01-17,22.25,284.05,17.97,117.85,4.925
2002-01-18,22.52,283.55,18.0,117.64,4.894
2002-01-21,,282.55,,117.67,4.892
2002-01-22,23.61,282.0,18.34,117.7,4.919
2002-01-23,21.88,279.25,19.5,118.43,5.029
2002-01-24,21.15,278.98,19.7,118.64,5.008
2002-01-25,21.01,279.45,19.99,119.85,5.071
2002-01-28,21.14,278.65,20.05,120.04,5.073
2002-01-29,24.35,281.85,19.58,119.62,4.942
2002-01-30,23.22,281.9,19.08,119.76,5.014
2002-01-31,21.09,282.55,19.48,120.21,5.033
2002-02-01,21.12,286.25,20.38,119.69,4.985
2002-02-04,24.87,289.9,20.07,118.95,4.902
2002-02-05,25.45,297.55,20.07,119.41,4.894
2002-02-06,26.09,297.0,19.78,119.52,4.923
2002-02-07,25.11,301.15,19.64,119.16,4.939
2002-02-08,23.26,303.75,20.26,118.98,4.879
2002-02-11,21.78,299.75,21.41,118.44,4.907
2002-02-12,21.62,300.25,20.73,118.25,4.975
2002-02-13,20.85,299.25,21.18,118.83,4.987
2002-02-14,21.77,300.0,21.23,118.4,4.945
2002-02-15,22.37,297.85,21.5,118.55,4.875
2002-02-18,,297.75,,118.81,4.863
2002-02-19,24.43,293.1,20.88,118.33,4.873
2002-02-20,22.66,291.45,20.29,118.93,4.889
2002-02-21,23.8,292.75,20.95,119.16,4.853
2002-02-22,22.86,292.75,21.07,118.48,4.831
2002-02-25,21.84,292.55,20.48,119.13,4.849
2002-02-26,21.68,297.75,21.41,119.82,4.927
2002-02-27,21.49,296.8,21.29,119.53,4.833
2002-02-28,21.59,296.55,21.74,119.16,4.877
2002-03-01,19.96,298.15,22.4,119.4,4.981
2002-03-04,20.5,296.85,22.45,118.81,4.999
2002-03-05,20.3,293.95,23.17,118.57,5.001
2002-03-06,19.94,293.5,23.15,117.96,5.052
2002-03-07,20.04,289.55,23.71,116.8,5.227
2002-03-08,19.27,289.75,23.84,117.99,5.325
2002-03-11,19.84,290.7,24.31,117.78,5.32
2002-03-12,19.59,293.85,24.2,117.8,5.31
2002-03-13,19.46,293.35,24.16,117.96,5.279
2002-03-14,19.2,291.25,24.56,117.29,5.409
2002-03-15,18.42,290.05,24.51,117.18,5.327
2002-03-18,18.93,292.57,25.11,117.46,5.3
2002-03-19,18.16,293.2,24.88,117.6,5.286
2002-03-20,18.46,292.45,24.9,117.22,5.406
2002-03-21,18.15,293.15,25.61,117.52,5.365
2002-03-22,17.77,297.75,25.35,118.05,5.404
2002-03-25,18.48,298.25,24.99,118.1,5.408
2002-03-26,18.13,296.75,25.36,118.14,5.345
2002-03-27,17.7,302.38,25.87,118.54,5.341
2002-03-28,17.4,302.65,26.31,118.62,5.4
2002-03-29,,302.65,,118.62,5.396
2002-04-01,18.73,303.35,26.88,117.77,5.426
2002-04-02,19.16,305.85,27.71,117.92,5.341
2002-04-03,20.2,302.55,27.56,117.68,5.278
2002-04-04,19.78,301.0,26.58,117.94,5.258
2002-04-05,19.13,300.05,26.21,117.69,5.206
2002-04-08,19.61,300.5,26.54,118.2,5.262
2002-04-09,19.47,298.55,25.82,117.56,5.202
2002-04-10,18.19,301.25,26.13,117.56,5.233
2002-04-11,20.3,302.6,24.99,117.37,5.206
2002-04-12,19.42,302.15,23.47,117.74,5.156
2002-04-15,19.82,299.85,24.57,117.73,5.138
2002-04-16,18.11,299.0,24.75,117.37,5.192
2002-04-17,18.43,302.05,25.94,116.6,5.233
2002-04-18,19.29,303.65,26.18,116.39,5.198
2002-04-19,18.3,302.35,26.38,116.29,5.1962
2002-04-22,19.77,302.9,26.27,116.44,5.1755
2002-04-23,20.28,303.65,26.62,116.57,5.161
2002-04-24,20.77,304.05,26.38,116.15,5.1113
2002-04-25,20.95,307.65,26.73,115.45,5.0928
2002-04-26,22.14,311.35,27.11,115.04,5.0537
2002-04-29,24.05,311.1,27.57,114.89,5.1198
2002-04-30,21.91,308.45,27.29,115.19,5.0847
2002-05-01,20.06,308.75,26.75,114.54,5.0579
2002-05-02,20.07,307.85,26.24,114.87,5.0931
2002-05-03,20.19,311.95,26.62,113.59,5.054
2002-05-06,22.56,312.3,26.12,113.66,5.0643
2002-05-07,21.94,311.45,26.63,113.92,5.054
2002-05-08,20.39,308.15,27.85,114.91,5.2162
2002-05-09,21.56,309.55,27.68,114.52,5.1619
2002-05-10,22.41,311.05,27.99,113.92,5.1163
2002-05-13,20.72,310.85,28.38,114.15,5.2207
2002-05-14,19.35,307.65,29.36,115.09,5.2755
2002-05-15,19.19,309.05,28.15,114.12,5.244
2002-05-16,18.5,309.85,27.95,114.13,5.1665
2002-05-17,17.7,311.05,28.18,113.0,5.2506
2002-05-20,19.24,315.95,28.33,112.82,5.1982
2002-05-21,20.05,316.15,27.33,112.8,5.1481
2002-05-22,19.58,317.95,26.37,112.33,5.1127
2002-05-23,18.23,322.05,26.15,112.79,5.1482
2002-05-24,18.9,320.55,25.88,112.8,5.1443
2002-05-27,,320.25,,112.82,5.136
2002-05-28,20.31,324.25,25.27,112.1,5.1277
2002-05-29,20.39,325.05,25.76,111.62,5.0611
2002-05-30,20.61,325.05,24.67,111.17,5.0198
2002-05-31,19.98,326.55,25.31,111.81,5.0427
2002-06-03,23.37,327.65,25.08,111.3,4.9972
2002-06-04,23.89,327.85,25.33,111.09,5.0262
2002-06-05,22.61,321.45,24.89,111.35,5.0469
2002-06-06,24.16,325.65,24.79,110.83,4.9746
2002-06-07,23.51,323.95,24.75,110.99,5.0658
2002-06-10,23.72,319.05,24.29,111.1,5.0264
2002-06-11,24.45,321.05,24.12,110.68,4.9727
2002-06-12,24.15,319.25,24.64,111.0,4.9624
2002-06-13,25.02,318.15,25.64,111.15,4.8987
2002-06-14,25.96,319.35,25.94,110.76,4.7967
2002-06-17,24.64,316.85,26.09,110.8,4.8435
2002-06-18,24.24,320.05,25.43,110.2,4.8333
2002-06-19,26.06,320.85,25.31,109.67,4.7257
2002-06-20,27.48,323.95,25.53,108.94,4.7885
2002-06-21,27.23,324.65,25.82,108.19,4.7661
2002-06-24,26.98,322.45,26.47,108.2,4.8272
2002-06-25,27.84,321.35,26.32,107.57,4.817
2002-06-26,28.42,319.25,26.76,106.56,4.7417
2002-06-27,26.29,318.25,26.86,106.37,4.821
2002-06-28,25.4,314.45,26.86,106.11,4.7965
2002-07-01,27.11,315.15,26.81,106.51,4.7802
2002-07-02,28.96,312.95,26.77,106.8,4.7254
2002-07-03,29.42,311.15,26.8,107.05,4.7639
2002-07-04,,310.75,,107.19,4.7618
2002-07-05,27.11,311.55,,107.74,4.856
2002-07-08,28.25,312.85,26.07,106.21,4.7945
2002-07-09,30.22,316.85,26.09,105.65,4.7252
2002-07-10,34.1,316.35,26.77,106.08,4.6121
2002-07-11,33.85,316.5,26.83,105.91,4.6362
2002-07-12,32.94,316.05,27.48,105.89,4.5718
2002-07-15,35.03,318.15,27.07,104.67,4.626
2002-07-16,36.65,318.25,27.75,104.49,4.6805
2002-07-17,35.45,317.65,27.88,104.42,4.6825
2002-07-18,35.12,317.95,27.57,104.47,4.6057
2002-07-19,38.17,323.95,27.83,104.06,4.5194
2002-07-22,41.87,323.15,26.6,104.75,4.4437
2002-07-23,44.92,313.25,26.31,106.66,4.4059
2002-07-24,39.86,311.25,26.87,105.52,4.4852
2002-07-25,39.27,310.05,26.77,105.12,4.3801
2002-07-26,35.51,303.75,26.54,106.61,4.3817
2002-07-29,31.33,302.55,26.55,107.1,4.5609
2002-07-30,31.92,304.75,27.36,106.8,4.585
2002-07-31,32.03,303.55,27.02,107.41,4.4588
2002-08-01,36.95,304.65,26.47,107.02,4.3893
2002-08-02,41.29,307.35,26.84,106.67,4.2904
2002-08-05,45.08,308.15,26.58,107.27,4.2082
2002-08-06,42.03,306.35,27.17,108.69,4.3315
2002-08-07,38.73,314.05,26.5,107.85,4.3038
2002-08-08,36.33,310.65,26.67,108.66,4.3945
2002-08-09,35.33,314.55,26.86,108.18,4.255
2002-08-12,37.05,314.25,27.86,107.41,4.215
2002-08-13,35.82,315.65,27.9,107.11,4.0852
2002-08-14,32.36,311.65,28.15,106.79,4.1194
2002-08-15,29.43,314.65,29.06,106.72,4.1802
2002-08-16,28.81,313.95,29.33,106.65,4.3244
2002-08-19,28.61,306.75,29.84,107.52,4.2838
2002-08-20,29.59,309.45,30.11,107.31,4.1475
2002-08-21,28.23,308.05,29.24,107.14,4.1971
2002-08-22,27.75,307.05,28.84,108.13,4.3166
2002-08-23,29.32,307.05,28.63,107.97,4.2334
2002-08-26,29.89,309.45,29.28,107.86,4.2237
2002-08-27,30.11,312.75,28.83,106.77,4.2816
2002-08-28,33.32,310.05,28.34,107.08,4.2121
2002-08-29,33.67,313.45,28.92,106.7,4.1374
2002-08-30,32.64,312.75,28.98,106.98,4.1409
2002-09-02,,312.25,,106.67,4.1332
2002-09-03,39.97,314.15,27.79,105.57,3.9627
2002-09-04,37.44,314.65,28.27,106.1,3.9608
2002-09-05,38.86,319.25,28.98,105.98,3.925
2002-09-06,36.33,320.25,29.61,106.84,4.0113
2002-09-09,36.45,321.25,29.73,107.1,4.0585
2002-09-10,35.08,317.75,29.73,107.52,3.9941
2002-09-11,34.81,317.65,29.77,107.62,4.0584
2002-09-12,37.5,319.05,28.85,107.13,3.96
2002-09-13,35.82,316.85,29.81,108.06,3.9052
2002-09-16,36.74,317.45,29.67,108.24,3.9126
2002-09-17,38.01,318.35,29.08,108.33,3.8172
2002-09-18,37.52,320.35,29.48,107.76,3.8413
2002-09-19,40.65,323.35,29.5,107.0,3.7761
2002-09-20,38.98,322.15,29.61,107.53,3.785
2002-09-23,39.68,323.25,30.71,107.86,3.6943
2002-09-24,40.52,326.15,30.77,107.52,3.6446
2002-09-25,37.33,322.25,30.64,107.79,3.7475
2002-09-26,34.6,320.05,30.41,107.68,3.764
2002-09-27,36.97,319.95,30.54,107.53,3.6584
2002-09-30,39.69,323.55,30.45,106.87,3.5942
2002-10-01,34.12,320.35,30.83,107.07,3.7152
2002-10-02,36.83,323.05,30.49,107.16,3.6671
2002-10-03,37.31,321.65,29.76,106.97,3.6835
2002-10-04,39.46,322.25,29.62,107.6,3.6646
2002-10-07,42.64,322.45,29.64,107.55,3.6131
2002-10-08,41.02,318.25,29.48,108.07,3.6331
2002-10-09,42.13,320.05,29.35,106.94,3.567
2002-10-10,37.55,316.85,28.97,107.2,3.6566
2002-10-11,35.7,316.75,29.37,107.25,3.7782
2002-10-14,36.04,317.95,30.03,107.15,3.7856
2002-10-15,34.02,313.55,29.72,107.78,3.9927
2002-10-16,36.0,314.55,29.47,107.63,4.048
2002-10-17,34.1,311.45,29.62,108.37,4.2002
2002-10-18,33.53,312.85,29.6,108.52,4.1053
2002-10-21,33.11,311.15,28.37,108.23,4.251
2002-10-22,34.09,313.05,27.92,107.94,4.2584
2002-10-23,33.2,311.95,28.18,108.0,4.231
2002-10-24,34.03,311.65,28.2,107.91,4.1147
2002-10-25,30.0,313.85,27.05,107.92,4.0914
2002-10-28,31.07,315.65,27.29,107.16,4.0855
2002-10-29,32.27,316.85,26.86,107.07,3.9382
2002-10-30,31.23,316.05,26.81,107.07,3.961
2002-10-31,31.14,317.75,27.22,106.64,3.8925
2002-11-01,29.3,319.75,27.13,106.08,4.0045
2002-11-04,30.82,318.55,26.95,106.12,4.0427
2002-11-05,31.23,317.75,26.14,105.87,4.0696
2002-11-06,30.73,318.15,25.77,105.6,4.033
2002-11-07,31.42,321.05,25.38,104.97,3.8916
2002-11-08,29.41,321.55,25.78,104.5,3.8558
2002-11-11,31.3,321.75,25.94,104.57,3.8388
2002-11-12,30.58,324.45,25.9,104.58,3.8482
2002-11-13,31.24,319.15,25.19,105.1,3.8388
2002-11-14,28.67,318.25,25.29,105.32,4.0556
2002-11-15,26.65,320.55,25.51,105.04,4.0287
2002-11-18,27.66,319.25,26.71,105.2,3.9961
2002-11-19,27.41,318.95,26.42,105.67,3.977
2002-11-20,25.32,317.85,26.98,105.87,4.0575
2002-11-21,23.81,317.65,26.35,105.81,4.1522
2002-11-22,23.16,321.05,26.76,106.12,4.1776
2002-11-25,24.07,318.15,26.11,106.54,4.1737
2002-11-26,25.97,318.35,26.4,106.53,4.0652
2002-11-27,27.25,316.75,26.89,106.77,4.258
2002-11-28,,317.85,,106.53,4.2503
2002-11-29,27.5,318.15,,106.38,4.2052
2002-12-02,27.46,317.85,27.24,106.35,4.2287
2002-12-03,28.33,320.75,27.3,106.37,4.2013
2002-12-04,28.92,322.15,26.71,106.14,4.1506
2002-12-05,30.1,324.65,27.29,106.1,4.137
2002-12-06,28.88,326.25,26.93,105.36,4.0827
2002-12-09,30.78,326.0,27.2,105.24,4.0344
2002-12-10,28.76,323.75,27.74,105.37,4.0459
2002-12-11,27.76,324.85,27.4,105.35,4.0228
2002-12-12,27.29,331.25,28.01,104.51,4.0228
2002-12-13,28.18,333.15,28.44,103.98,4.0672
2002-12-16,26.24,336.65,30.1,104.06,4.1587
2002-12-17,26.66,336.75,30.1,103.51,4.1236
2002-12-18,28.29,343.25,30.44,103.54,4.0343
2002-12-19,30.21,345.55,30.56,103.48,3.9382
2002-12-20,26.71,340.75,30.3,103.47,3.9573
2002-12-23,26.2,345.65,31.75,103.64,3.9707
2002-12-24,26.49,346.55,31.97,103.29,3.9342
2002-12-25,,343.85,,103.16,3.9323
2002-12-26,27.37,349.65,32.49,102.82,3.9016
2002-12-27,29.55,349.25,32.72,102.41,3.8083
2002-12-30,29.62,343.65,31.37,102.01,3.7949
2002-12-31,28.62,348.05,31.2,101.85,3.816
2003-01-01,,348.05,,101.88,3.8175
2003-01-02,25.39,346.05,31.85,102.98,4.0305
2003-01-03,24.68,351.25,33.08,102.47,4.0169
2003-01-06,24.91,351.25,32.1,101.97,4.0518
2003-01-07,25.13,347.25,31.08,102.57,4.0053
2003-01-08,25.53,353.63,30.56,101.87,4.0169
2003-01-09,24.25,352.75,31.99,101.94,4.179
2003-01-10,24.32,354.75,31.68,101.23,4.132
2003-01-13,24.9,354.55,32.26,101.47,4.1202
2003-01-14,24.57,351.35,32.37,101.21,4.0772
2003-01-15,25.51,350.75,33.21,101.34,4.0597
2003-01-16,25.01,357.45,33.66,100.79,4.0773
2003-01-17,25.7,356.55,33.91,100.55,4.0091
2003-01-20,,355.75,,100.47,4.015
2003-01-21,27.59,357.75,34.61,100.23,3.9703
2003-01-22,29.01,361.85,32.85,100.23,3.9144
2003-01-23,27.53,363.05,32.25,99.86,3.9355
2003-01-24,31.51,368.25,33.28,99.22,3.9278
2003-01-27,34.69,369.65,32.29,99.26,3.9625
2003-01-28,31.93,369.25,32.67,99.48,3.9683
2003-01-29,31.26,365.95,33.63,99.28,4.0208
2003-01-30,31.32,370.35,33.85,99.52,3.9606
2003-01-31,31.17,368.15,33.51,99.91,3.9625
2003-02-03,31.02,371.05,32.76,99.9,3.9916
2003-02-04,32.76,381.25,33.58,99.14,3.9199
2003-02-05,33.04,371.75,33.93,99.65,3.9955
2003-02-06,33.35,370.05,34.16,99.46,3.945
2003-02-07,34.01,369.75,35.12,99.57,3.9294
2003-02-10,33.99,362.15,34.48,100.27,3.9643
2003-02-11,33.68,363.88,35.44,100.39,3.9566
